,Id,Parent,Rank,Rarity Score
70,5623,SPOOKY BOYS COUNTRY CLUB,21,1854.14
71,9282,SPOOKY BOYS COUNTRY CLUB,22,1842.55
72,11292,SPOOKY BOYS COUNTRY CLUB,23,1836.54
73,2497,SPOOKY BOYS COUNTRY CLUB,24,1823.07
74,9072,SPOOKY BOYS COUNTRY CLUB,25,1821.82
75,1221,SPOOKY BOYS COUNTRY CLUB,26,1814.43
76,1999,SPOOKY BOYS COUNTRY CLUB,27,1806.81
77,12793,SPOOKY BOYS COUNTRY CLUB,28,1795.82
78,4992,SPOOKY BOYS COUNTRY CLUB,29,1780.71
79,11431,SPOOKY BOYS COUNTRY CLUB,30,1753.13
80,5848,SPOOKY BOYS COUNTRY CLUB,31,1745.12
81,8344,SPOOKY BOYS COUNTRY CLUB,32,1729.4
82,3259,SPOOKY BOYS COUNTRY CLUB,33,1725.77
83,5618,SPOOKY BOYS COUNTRY CLUB,34,1716.8
84,3551,SPOOKY BOYS COUNTRY CLUB,35,1712.8
85,8678,SPOOKY BOYS COUNTRY CLUB,36,1700.86
86,2847,SPOOKY BOYS COUNTRY CLUB,37,1699.72
87,12029,SPOOKY BOYS COUNTRY CLUB,38,1697.03
88,8291,SPOOKY BOYS COUNTRY CLUB,39,1696.28
89,648,SPOOKY BOYS COUNTRY CLUB,40,1681.21
90,9208,SPOOKY BOYS COUNTRY CLUB,41,1678.23
91,9215,SPOOKY BOYS COUNTRY CLUB,42,1675.1
92,450,SPOOKY BOYS COUNTRY CLUB,43,1662.39
93,11738,SPOOKY BOYS COUNTRY CLUB,43,1662.39
94,2792,SPOOKY BOYS COUNTRY CLUB,45,1659.56
95,10852,SPOOKY BOYS COUNTRY CLUB,46,1658.14
96,10259,SPOOKY BOYS COUNTRY CLUB,47,1648.43
97,6582,SPOOKY BOYS COUNTRY CLUB,48,1645.13
98,7099,SPOOKY BOYS COUNTRY CLUB,49,1644.13
99,5764,SPOOKY BOYS COUNTRY CLUB,50,1638.64
100,796,MEKA DRIVERS,1,5040.17
101,8677,MEKA DRIVERS,2,5030.29
102,7377,MEKA DRIVERS,3,4754.38
103,3109,MEKA DRIVERS,4,4715.32
104,7062,MEKA DRIVERS,5,4011.36
105,920,MEKA DRIVERS,6,3932.48
106,8119,MEKA DRIVERS,7,3924.89
107,7824,MEKA DRIVERS,8,3838.86
108,7452,MEKA DRIVERS,9,3817.52
109,2599,MEKA DRIVERS,10,3416.12
110,7521,MEKA DRIVERS,11,3372.07
111,8847,MEKA DRIVERS,12,3298.17
112,8350,MEKA DRIVERS,13,3243.13
113,8734,MEKA DRIVERS,14,3197.38
114,104,MEKA DRIVERS,15,3182.65
115,1198,MEKA DRIVERS,16,3103.56
116,4134,MEKA DRIVERS,17,3023.62
117,4972,MEKA DRIVERS,18,2947.44
118,2709,MEKA DRIVERS,19,2896.61
119,5507,MEKA DRIVERS,20,2843.72
120,460,MEKA DRIVERS,21,2833.42
121,915,MEKA DRIVERS,22,2769.75
122,1638,MEKA DRIVERS,23,2761.0
123,1568,MEKA DRIVERS,24,2728.55
124,8086,MEKA DRIVERS,25,2701.23
125,3990,MEKA DRIVERS,26,2600.63
126,1600,MEKA DRIVERS,27,2517.33
127,1578,MEKA DRIVERS,28,2499.03
128,401,MEKA DRIVERS,29,2425.64
129,2994,MEKA DRIVERS,30,2425.48
130,1050,MEKA DRIVERS,31,2423.77
131,6535,MEKA DRIVERS,32,2298.22
132,5599,MEKA DRIVERS,33,2260.6
133,1035,MEKA DRIVERS,34,2149.1
134,1019,MEKA DRIVERS,35,2113.33
135,997,MEKA DRIVERS,36,2110.21
136,942,MEKA DRIVERS,37,2054.94
137,1017,MEKA DRIVERS,38,2005.33
138,5733,MEKA DRIVERS,39,1990.42
139,8806,MEKA DRIVERS,40,1944.12
140,8556,MEKA DRIVERS,41,1860.08
141,8679,MEKA DRIVERS,42,1647.02
142,8243,MEKA DRIVERS,43,1575.17
143,6372,MEKA DRIVERS,44,1520.25
144,4893,MEKA DRIVERS,45,1476.27
145,2470,MEKA DRIVERS,46,1427.51
146,5798,MEKA DRIVERS,47,1424.49
147,6074,MEKA DRIVERS,48,1415.06
148,669,MEKA DRIVERS,49,1400.59
149,3913,MEKA DRIVERS,50,1369.8
150,6594,HMN5,1,45316.18
151,5120,HMN5,2,38241.13
152,6462,HMN5,2,38241.13
153,6509,HMN5,2,38241.13
154,6714,HMN5,2,38241.13
155,6791,HMN5,2,38241.13
156,6871,HMN5,2,38241.13
157,6915,HMN5,2,38241.13
158,780,HMN5,9,38240.44
159,2070,HMN5,9,38240.44
160,2601,HMN5,9,38240.44
161,3701,HMN5,9,38240.44
162,6896,HMN5,13,8815.32
163,661,HMN5,14,8464.46
164,6710,HMN5,15,7906.1
165,6564,HMN5,16,7814.48
166,5671,HMN5,17,5270.25
167,4544,HMN5,18,5170.83
168,5502,HMN5,19,4444.99
169,6640,HMN5,20,4392.74
170,6480,HMN5,21,4373.19
171,6228,HMN5,22,4347.69
172,169,HMN5,23,4300.75
173,6001,HMN5,24,4268.22
174,1997,HMN5,25,4101.43
175,5873,HMN5,26,3784.65
176,5860,HMN5,27,3713.31
177,3570,HMN5,28,3705.05
178,6470,HMN5,29,3614.8
179,6542,HMN5,30,3569.7
180,4867,HMN5,31,3560.66
181,6685,HMN5,32,3551.32
182,3693,HMN5,33,3502.79
183,2568,HMN5,34,3475.66
184,5967,HMN5,35,3447.25
185,3258,HMN5,36,3285.09
186,6671,HMN5,37,3250.6
187,5594,HMN5,38,3171.85
188,3943,HMN5,39,3150.12
189,3647,HMN5,40,3061.23
190,103,HMN5,41,2972.38
191,2124,HMN5,42,2957.27
192,4715,HMN5,43,2912.86
193,4709,HMN5,44,2760.31
194,5203,HMN5,45,2682.81
195,44,HMN5,46,2633.57
196,5614,HMN5,47,2551.87
197,3444,HMN5,48,2514.4
198,4865,HMN5,49,2479.91
199,2069,HMN5,50,2434.46
200,63,DIESEL X HAPE,1,2408.39
201,325,DIESEL X HAPE,2,1828.33
202,968,DIESEL X HAPE,3,1558.1
203,941,DIESEL X HAPE,4,1535.51
204,755,DIESEL X HAPE,5,1486.74
205,546,DIESEL X HAPE,6,1436.24
206,126,DIESEL X HAPE,7,1399.31
207,321,DIESEL X HAPE,8,1365.81
208,593,DIESEL X HAPE,9,1309.31
209,340,DIESEL X HAPE,10,1238.06
210,617,DIESEL X HAPE,11,1230.7
211,619,DIESEL X HAPE,12,1221.99
212,21,DIESEL X HAPE,13,1193.85
213,237,DIESEL X HAPE,14,1186.33
214,275,DIESEL X HAPE,15,1161.03
215,220,DIESEL X HAPE,16,1143.23
216,221,DIESEL X HAPE,17,1133.45
217,738,DIESEL X HAPE,18,1102.57
218,377,DIESEL X HAPE,19,1101.04
219,492,DIESEL X HAPE,20,1074.57
220,117,DIESEL X HAPE,21,1034.17
221,323,DIESEL X HAPE,22,909.4
222,527,DIESEL X HAPE,23,889.85
223,179,DIESEL X HAPE,24,868.72
224,989,DIESEL X HAPE,25,866.08
225,936,DIESEL X HAPE,26,864.88
226,861,DIESEL X HAPE,27,864.42
227,932,DIESEL X HAPE,28,851.34
228,61,DIESEL X HAPE,29,847.8
229,950,DIESEL X HAPE,30,842.96
230,177,DIESEL X HAPE,31,840.94
231,800,DIESEL X HAPE,32,809.59
232,586,DIESEL X HAPE,33,805.36
233,187,DIESEL X HAPE,34,804.92
234,624,DIESEL X HAPE,35,794.29
235,935,DIESEL X HAPE,36,777.09
236,256,DIESEL X HAPE,37,773.84
237,228,DIESEL X HAPE,38,768.84
238,269,DIESEL X HAPE,39,753.94
239,547,DIESEL X HAPE,40,752.23
240,1022,DIESEL X HAPE,41,751.72
241,507,DIESEL X HAPE,42,745.74
242,419,DIESEL X HAPE,43,741.72
243,162,DIESEL X HAPE,44,731.59
244,641,DIESEL X HAPE,45,725.32
245,405,DIESEL X HAPE,46,725.31
246,444,DIESEL X HAPE,47,707.5
247,490,DIESEL X HAPE,48,701.9
248,806,DIESEL X HAPE,49,697.06
249,250,DIESEL X HAPE,50,689.99
250,5249,AIKO BEANZ,1,398.62
251,5988,AIKO BEANZ,2,396.68
252,6217,AIKO BEANZ,3,391.59
253,9681,AIKO BEANZ,4,390.58
254,7319,AIKO BEANZ,5,379.45
255,6218,AIKO BEANZ,6,377.14
256,7975,AIKO BEANZ,7,371.36
257,2154,AIKO BEANZ,8,368.93
258,8530,AIKO BEANZ,9,368.58
259,9287,AIKO BEANZ,10,366.96
260,1690,AIKO BEANZ,11,362.26
261,2480,AIKO BEANZ,12,361.15
262,7583,AIKO BEANZ,13,358.92
263,2633,AIKO BEANZ,14,356.73
264,2527,AIKO BEANZ,15,355.98
265,7790,AIKO BEANZ,16,355.16
266,9790,AIKO BEANZ,17,350.52
267,823,AIKO BEANZ,18,348.34
268,2076,AIKO BEANZ,19,346.48
269,342,AIKO BEANZ,20,345.81
270,1334,AIKO BEANZ,21,345.67
271,1397,AIKO BEANZ,22,341.56
272,4447,AIKO BEANZ,23,339.88
273,8412,AIKO BEANZ,24,337.9
274,4721,AIKO BEANZ,25,336.77
275,5110,AIKO BEANZ,26,335.98
276,9941,AIKO BEANZ,27,334.08
277,6186,AIKO BEANZ,28,333.83
278,1498,AIKO BEANZ,29,333.8
279,3065,AIKO BEANZ,30,333.76
280,9144,AIKO BEANZ,31,333.42
281,6778,AIKO BEANZ,32,332.71
282,3346,AIKO BEANZ,33,332.63
283,3133,AIKO BEANZ,34,331.51
284,3221,AIKO BEANZ,35,330.99
285,226,AIKO BEANZ,36,329.94
286,3076,AIKO BEANZ,37,327.88
287,9493,AIKO BEANZ,38,327.47
288,5456,AIKO BEANZ,39,326.81
289,3625,AIKO BEANZ,40,326.28
290,7378,AIKO BEANZ,41,326.12
291,8941,AIKO BEANZ,42,325.33
292,3983,AIKO BEANZ,43,325.15
293,4823,AIKO BEANZ,44,325.1
294,949,AIKO BEANZ,45,324.44
295,7724,AIKO BEANZ,46,323.24
296,2549,AIKO BEANZ,47,322.99
297,1302,AIKO BEANZ,48,322.31
298,9082,AIKO BEANZ,49,320.72
299,1640,AIKO BEANZ,50,320.62
300,8678,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,1,40858.28
301,6884,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,2,40472.51
302,10211,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,3,40259.26
303,6756,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,4,27079.65
304,680,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,5,21035.03
305,10486,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,6,20975.68
306,13567,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,7,20520.12
307,331,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,8,20387.46
308,6404,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,9,20248.41
309,17680,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,10,20222.94
310,4663,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,11,10790.82
311,8827,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,12,10681.92
312,9117,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,13,10458.46
313,6398,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,14,10268.45
314,2505,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,15,10245.15
315,5728,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,16,10239.4
316,8806,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,17,10230.02
317,673,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,18,10203.14
318,11063,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,19,6875.45
319,6369,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,20,6848.22
320,12632,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,21,5693.1
321,16065,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,22,5206.5
322,9810,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,23,5187.45
323,443,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,24,5180.84
324,18516,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,25,4153.09
325,12252,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,26,4140.33
326,328,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,27,4133.88
327,17287,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,28,4124.98
328,13413,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,29,4118.32
329,8038,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,30,1760.21
330,10664,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,31,1642.14
331,5095,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,32,1613.44
332,7783,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,33,1579.03
333,11360,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,34,1552.93
334,6964,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,35,1487.49
335,14022,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,36,1480.92
336,1180,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,37,1474.98
337,16678,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,38,1474.72
338,19335,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,39,1462.93
339,7760,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,40,1459.77
340,8947,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,41,1452.53
341,6745,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,42,1449.86
342,1114,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,43,1445.58
343,18088,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,44,1440.75
344,11621,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,45,1407.92
345,7284,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,46,1406.62
346,5833,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,47,1404.09
347,10321,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,48,1386.87
348,4501,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,49,1380.95
349,8799,RUG RADIO FACES OF WEB3 BY CORY VAN LEW,50,1363.61
350,1691,GEISHAS GARDENS,1,4928.3
351,3362,GEISHAS GARDENS,1,4928.3
352,4009,GEISHAS GARDENS,1,4928.3
353,4108,GEISHAS GARDENS,4,4925.24
354,1141,GEISHAS GARDENS,5,4925.03
355,469,GEISHAS GARDENS,6,4924.96
356,1176,GEISHAS GARDENS,6,4924.96
357,1389,GEISHAS GARDENS,6,4924.96
358,1631,GEISHAS GARDENS,6,4924.96
359,1795,GEISHAS GARDENS,6,4924.96
360,2208,GEISHAS GARDENS,6,4924.96
361,2366,GEISHAS GARDENS,6,4924.96
362,2480,GEISHAS GARDENS,6,4924.96
363,2849,GEISHAS GARDENS,6,4924.96
364,3226,GEISHAS GARDENS,6,4924.96
365,3613,GEISHAS GARDENS,6,4924.96
366,3759,GEISHAS GARDENS,6,4924.96
367,4186,GEISHAS GARDENS,6,4924.96
368,1959,GEISHAS GARDENS,19,4922.19
369,3498,GEISHAS GARDENS,19,4922.19
370,7,GEISHAS GARDENS,21,4922.11
371,188,GEISHAS GARDENS,21,4922.11
372,253,GEISHAS GARDENS,21,4922.11
373,269,GEISHAS GARDENS,21,4922.11
374,413,GEISHAS GARDENS,21,4922.11
375,773,GEISHAS GARDENS,21,4922.11
376,1159,GEISHAS GARDENS,21,4922.11
377,1311,GEISHAS GARDENS,21,4922.11
378,1646,GEISHAS GARDENS,21,4922.11
379,1706,GEISHAS GARDENS,21,4922.11
380,1773,GEISHAS GARDENS,21,4922.11
381,2176,GEISHAS GARDENS,21,4922.11
382,2469,GEISHAS GARDENS,21,4922.11
383,2753,GEISHAS GARDENS,21,4922.11
384,3421,GEISHAS GARDENS,21,4922.11
385,3966,GEISHAS GARDENS,21,4922.11
386,4081,GEISHAS GARDENS,21,4922.11
387,4201,GEISHAS GARDENS,21,4922.11
388,4407,GEISHAS GARDENS,21,4922.11
389,324,GEISHAS GARDENS,40,4918.8
390,1494,GEISHAS GARDENS,41,4915.95
391,2758,GEISHAS GARDENS,42,4912.31
392,3980,GEISHAS GARDENS,42,4912.31
393,107,GEISHAS GARDENS,44,4908.97
394,359,GEISHAS GARDENS,44,4908.97
395,852,GEISHAS GARDENS,44,4908.97
396,1145,GEISHAS GARDENS,44,4908.97
397,1352,GEISHAS GARDENS,44,4908.97
398,1353,GEISHAS GARDENS,44,4908.97
399,2587,GEISHAS GARDENS,44,4908.97
400,1,JACKED DEGENERATES,1,6041.49
401,2,JACKED DEGENERATES,1,6041.49
402,1286,JACKED DEGENERATES,1,6041.49
403,1479,JACKED DEGENERATES,1,6041.49
404,2093,JACKED DEGENERATES,1,6041.49
405,2543,JACKED DEGENERATES,1,6041.49
406,2989,JACKED DEGENERATES,1,6041.49
407,1276,JACKED DEGENERATES,8,4247.45
408,498,JACKED DEGENERATES,9,675.33
409,2985,JACKED DEGENERATES,10,584.92
410,2461,JACKED DEGENERATES,11,579.12
411,1527,JACKED DEGENERATES,12,575.84
412,2188,JACKED DEGENERATES,13,569.22
413,1597,JACKED DEGENERATES,14,563.43
414,119,JACKED DEGENERATES,15,561.83
415,1575,JACKED DEGENERATES,16,555.27
416,1413,JACKED DEGENERATES,17,535.41
417,3327,JACKED DEGENERATES,18,522.74
418,3071,JACKED DEGENERATES,19,522.13
419,1744,JACKED DEGENERATES,20,520.23
420,1725,JACKED DEGENERATES,21,518.37
421,1942,JACKED DEGENERATES,22,515.75
422,358,JACKED DEGENERATES,23,509.44
423,2824,JACKED DEGENERATES,24,504.11
424,760,JACKED DEGENERATES,25,502.94
425,2898,JACKED DEGENERATES,26,501.4
426,3493,JACKED DEGENERATES,27,501.04
427,3434,JACKED DEGENERATES,28,500.57
428,2874,JACKED DEGENERATES,29,500.48
429,2296,JACKED DEGENERATES,30,494.35
430,2755,JACKED DEGENERATES,31,493.15
431,56,JACKED DEGENERATES,32,491.34
432,3409,JACKED DEGENERATES,33,487.57
433,2363,JACKED DEGENERATES,34,486.78
434,278,JACKED DEGENERATES,35,483.68
435,2900,JACKED DEGENERATES,36,478.47
436,2373,JACKED DEGENERATES,37,466.53
437,2195,JACKED DEGENERATES,38,465.12
438,2139,JACKED DEGENERATES,39,460.28
439,1025,JACKED DEGENERATES,40,454.6
440,61,JACKED DEGENERATES,41,453.07
441,3246,JACKED DEGENERATES,42,450.55
442,871,JACKED DEGENERATES,43,443.23
443,1737,JACKED DEGENERATES,44,441.65
444,1265,JACKED DEGENERATES,45,441.09
445,2678,JACKED DEGENERATES,46,440.4
446,607,JACKED DEGENERATES,47,440.02
447,1935,JACKED DEGENERATES,48,439.88
448,3417,JACKED DEGENERATES,49,439.33
449,3691,JACKED DEGENERATES,50,438.77
450,710,KNIGHTS WHO SAY NAH WARRIORS,1,4326.14
451,399,KNIGHTS WHO SAY NAH WARRIORS,2,4325.77
452,541,KNIGHTS WHO SAY NAH WARRIORS,3,135.08
453,176,KNIGHTS WHO SAY NAH WARRIORS,4,121.31
454,186,KNIGHTS WHO SAY NAH WARRIORS,5,118.7
455,280,KNIGHTS WHO SAY NAH WARRIORS,6,109.87
456,424,KNIGHTS WHO SAY NAH WARRIORS,7,108.59
457,125,KNIGHTS WHO SAY NAH WARRIORS,8,106.66
458,322,KNIGHTS WHO SAY NAH WARRIORS,9,104.42
459,196,KNIGHTS WHO SAY NAH WARRIORS,10,102.27
460,104,KNIGHTS WHO SAY NAH WARRIORS,11,101.95
461,670,KNIGHTS WHO SAY NAH WARRIORS,12,101.59
462,705,KNIGHTS WHO SAY NAH WARRIORS,13,98.63
463,154,KNIGHTS WHO SAY NAH WARRIORS,14,98.32
464,502,KNIGHTS WHO SAY NAH WARRIORS,15,97.64
465,265,KNIGHTS WHO SAY NAH WARRIORS,16,97.06
466,112,KNIGHTS WHO SAY NAH WARRIORS,17,95.46
467,347,KNIGHTS WHO SAY NAH WARRIORS,18,95.01
468,58,KNIGHTS WHO SAY NAH WARRIORS,19,94.68
469,485,KNIGHTS WHO SAY NAH WARRIORS,20,93.31
470,577,KNIGHTS WHO SAY NAH WARRIORS,21,92.87
471,706,KNIGHTS WHO SAY NAH WARRIORS,22,92.83
472,628,KNIGHTS WHO SAY NAH WARRIORS,23,92.79
473,685,KNIGHTS WHO SAY NAH WARRIORS,24,92.54
474,675,KNIGHTS WHO SAY NAH WARRIORS,25,90.6
475,413,KNIGHTS WHO SAY NAH WARRIORS,26,89.19
476,504,KNIGHTS WHO SAY NAH WARRIORS,27,88.44
477,264,KNIGHTS WHO SAY NAH WARRIORS,28,88.34
478,547,KNIGHTS WHO SAY NAH WARRIORS,29,85.66
479,593,KNIGHTS WHO SAY NAH WARRIORS,30,85.15
480,236,KNIGHTS WHO SAY NAH WARRIORS,31,84.04
481,180,KNIGHTS WHO SAY NAH WARRIORS,32,83.52
482,456,KNIGHTS WHO SAY NAH WARRIORS,33,83.42
483,551,KNIGHTS WHO SAY NAH WARRIORS,34,83.07
484,531,KNIGHTS WHO SAY NAH WARRIORS,35,81.62
485,678,KNIGHTS WHO SAY NAH WARRIORS,36,81.53
486,511,KNIGHTS WHO SAY NAH WARRIORS,37,81.42
487,1,KNIGHTS WHO SAY NAH WARRIORS,38,81.41
488,553,KNIGHTS WHO SAY NAH WARRIORS,39,80.88
489,676,KNIGHTS WHO SAY NAH WARRIORS,40,80.71
490,598,KNIGHTS WHO SAY NAH WARRIORS,41,79.37
491,64,KNIGHTS WHO SAY NAH WARRIORS,42,79.35
492,580,KNIGHTS WHO SAY NAH WARRIORS,43,79.32
493,677,KNIGHTS WHO SAY NAH WARRIORS,44,78.84
494,650,KNIGHTS WHO SAY NAH WARRIORS,45,78.55
495,150,KNIGHTS WHO SAY NAH WARRIORS,46,78.41
496,98,KNIGHTS WHO SAY NAH WARRIORS,47,78.09
497,244,KNIGHTS WHO SAY NAH WARRIORS,48,78.03
498,500,KNIGHTS WHO SAY NAH WARRIORS,49,76.93
499,630,KNIGHTS WHO SAY NAH WARRIORS,50,76.52
500,856,THE BOBO COUNCIL,1,88.41
501,1162,THE BOBO COUNCIL,2,86.65
502,1602,THE BOBO COUNCIL,3,86.55
503,1777,THE BOBO COUNCIL,4,86.26
504,653,THE BOBO COUNCIL,5,86.09
505,1121,THE BOBO COUNCIL,6,86.05
506,758,THE BOBO COUNCIL,7,85.9
507,140,THE BOBO COUNCIL,8,85.21
508,1783,THE BOBO COUNCIL,9,85.18
509,66,THE BOBO COUNCIL,10,84.91
510,483,THE BOBO COUNCIL,11,84.87
511,1974,THE BOBO COUNCIL,12,84.85
512,2150,THE BOBO COUNCIL,13,84.64
513,244,THE BOBO COUNCIL,14,84.4
514,661,THE BOBO COUNCIL,15,84.07
515,796,THE BOBO COUNCIL,16,84.05
516,741,THE BOBO COUNCIL,17,84.02
517,78,THE BOBO COUNCIL,18,83.98
518,1332,THE BOBO COUNCIL,19,83.89
519,1601,THE BOBO COUNCIL,20,83.74
520,1375,THE BOBO COUNCIL,21,83.7
521,624,THE BOBO COUNCIL,22,83.53
522,1934,THE BOBO COUNCIL,23,83.38
523,506,THE BOBO COUNCIL,24,83.33
524,1823,THE BOBO COUNCIL,25,83.3
525,45,THE BOBO COUNCIL,26,83.26
526,547,THE BOBO COUNCIL,27,83.23
527,1323,THE BOBO COUNCIL,28,83.19
528,1643,THE BOBO COUNCIL,29,83.03
529,1722,THE BOBO COUNCIL,30,83.02
530,2159,THE BOBO COUNCIL,31,82.95
531,2021,THE BOBO COUNCIL,32,82.92
532,190,THE BOBO COUNCIL,33,82.83
533,787,THE BOBO COUNCIL,34,82.82
534,637,THE BOBO COUNCIL,35,82.77
535,1920,THE BOBO COUNCIL,35,82.77
536,1295,THE BOBO COUNCIL,37,82.75
537,1976,THE BOBO COUNCIL,38,82.7
538,193,THE BOBO COUNCIL,39,82.69
539,258,THE BOBO COUNCIL,39,82.69
540,662,THE BOBO COUNCIL,41,82.61
